"series","region","subregion","ICES_ecoregion","country","station_code","station_name","station_long_name","latitude","longitude","MSTAT","WLTYP","determinand","determinand_group","species","matrix","basis","unit","sex","metoa","mammal_group","shape","colour","n_year_all","n_year_fit","n_year_positive","first_year_all","first_year_fit","last_year","p_nonlinear","p_linear","p_overall","p_linear_trend","linear_trend","p_recent_trend","recent_trend","detectable_trend","mean_last_year","climit_last_year","BAC_type","BAC_value","BAC_diff","BAC_achieved","BAC_below","EAC_type","EAC_value","EAC_diff","EAC_achieved","EAC_below","HQS","HQS_diff","HQS_achieved","HQS_below"
"France_Ile Dumet (a) HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1612","Ile Dumet (a)","Vilaine",47.42217,-2.589,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",7,7,7,2012,2012,2020,,0.0285,0.0285,0.0285,18.5,0.0285,18.5,20.3,122.00838979208137,249.82625266411065,"BAC",90,159.82625266411065,3000,"above","EQS.OSPAR",121.95121951219514,127.87503315191552,3000,"above",3048.7804878048782,-2798.9542351407677,2020,"below"
"France_Joalland (b) HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12152","Joalland (b)","Loire et Bourgneuf",47.1568267957,-2.2224877474,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",3,3,3,2017,2017,2019,,,,,,,,10.6,179.63609607111624,277.9302429941739,,,,,,"EQS.OSPAR",111.11111111111111,166.8191318830628,,,2777.777777777778,-2499.847534783604,2019,
"France_Joalland (b) HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12152","Joalland (b)","Loire et Bourgneuf",47.1568267957,-2.2224877474,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,239.99999999999997,,"BAC",90,149.99999999999997,,,"EQS.OSPAR",121.95121951219514,118.04878048780483,,,3048.7804878048782,-2808.7804878048782,2016,
"France_L'Eguille HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12153","L'Eguille","Vendée Pertuis et Marennes",45.7089733817,-0.9725971201,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",5,5,5,2016,2016,2020,,0.5156,0.5156,0.5156,-3.1,0.5156,-3.1,6.1,229.11568113018228,301.1666332865229,,,,,,"EQS.OSPAR",111.11111111111111,190.05552217541177,2043,"above",2777.777777777778,-2476.611144491255,2020,"below"
"France_La Fosse HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1641","La Fosse","Gironde",45.47667,-0.98333,"RH","T","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",15,15,15,2005,2005,2020,,0.0086,0.0086,0.0086,4,0.0086,4,10.2,274.8120062787174,343.3621796287422,,,,,,"EQS.OSPAR",111.11111111111111,232.25106851763107,3000,"above",2777.777777777778,-2434.4155981490358,2020,"below"
"France_La Jument HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1860","La Jument","Laïta Lorient Groix et Etel",47.71,-3.36833,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2006,2006,2020,,0.4052,0.4052,0.4052,0.8,0.4052,0.8,6.5,117.90283378732751,136.23492170426377,"BAC",90,46.23492170426377,3000,"above","EQS.OSPAR",121.95121951219514,14.283702192068631,2020,"above",3048.7804878048782,-2912.5455661006145,2020,"below"
"France_La Mouclière HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1646","La Mouclière","Vendée Pertuis et Marennes",45.972,-1.10117,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",16,16,16,2005,2005,2020,1e-4,0.1405,0,0.0198,2.6,0.0198,2.6,7.9,179.9152195589185,224.8290285700083,"BAC",90,134.8290285700083,3000,"above","EQS.OSPAR",121.95121951219514,102.87780905781315,3000,"above",3048.7804878048782,-2823.95145923487,2020,"below"
"France_La Pointe de la Roche HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12154","La Pointe de la Roche","Vendée Pertuis et Marennes",46.2801498396,-1.2856160065,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",5,5,4,2016,2016,2020,,,,,,,,12.9,129.50131008295156,181.4858728219925,"BAC",90,91.4858728219925,,"above","EQS.OSPAR",121.95121951219514,59.53465330979736,,"above",3048.7804878048782,-2867.294614982886,2020,"below"
"France_La Pointe Espagnole HG Donax trunculus SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12185","La Pointe Espagnole","Gironde",45.7523737678536,-1.24714443773888,"RH","C","HG","Metals","Donax trunculus","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,0,2016,2016,2016,,,,,,,,,129.99999999999997,,,,,,,"EQS.OSPAR",100,29.99999999999997,,,2500,-2370,2016,
"France_La Roussellerie HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12186","La Roussellerie","Loire et Bourgneuf",47.1948283761,-2.1654876371,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,199.99999999999991,,"BAC",90,109.99999999999991,,,"EQS.OSPAR",121.95121951219514,78.04878048780478,,,3048.7804878048782,-2848.7804878048782,2016,
"France_La Sennetière HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12155","La Sennetière","Loire et Bourgneuf",47.068826903,-2.027815311,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2016,2016,2017,,,,,,,,,390.00000000000006,,,,,,,"EQS.OSPAR",111.11111111111111,278.8888888888889,,,2777.777777777778,-2387.777777777778,2017,
"France_La Touze HG Ruditapes decussatus SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12187","La Touze","Arcachon et Landes",44.6759492052,-1.0652428059,"RH","C","HG","Metals","Ruditapes decussatus","SB","D","ug/kg",,,"Not_applicable","small_open_circle","black",1,1,1,2019,2019,2019,,,,,,,,,485.00000000000006,,,,,,,,,,,,,,,
"France_La Touze HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12187","La Touze","Arcachon et Landes",44.6759492052,-1.0652428059,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,460.0000000000001,,,,,,,"EQS.OSPAR",124.53300124533003,335.4669987546701,,,3113.3250311332504,-2653.3250311332504,2016,
"France_Le Croisic HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1703","Le Croisic","Vilaine",47.28833,-2.50333,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,0,2016,2016,2016,,,,,,,,,180,,"BAC",90,90,,,"EQS.OSPAR",121.95121951219514,58.04878048780486,,,3048.7804878048782,-2868.7804878048782,2016,
"France_Le Grand Garçon HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12188","Le Grand Garçon","Vendée Pertuis et Marennes",46.217171,-1.4983119,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,190,,,,,,,"EQS.OSPAR",124.53300124533003,65.46699875466997,,,3113.3250311332504,-2923.3250311332504,2016,
"France_Le Guilvin HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1714","Le Guilvin","Golfe du Morbihan",47.57117,-2.93183,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",11,11,11,2005,2005,2020,,0.0021,0.0021,0.0021,4.7,0.0021,4.7,8.9,203.85023882789213,246.50203654036173,,,,,,"EQS.OSPAR",111.11111111111111,135.39092542925061,3000,"above",2777.777777777778,-2531.2757412374162,2020,"below"
"France_Le Halguen HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1716","Le Halguen","Vilaine",47.50833,-2.49383,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",9,9,9,2012,2012,2020,,2e-4,2e-4,2e-4,17,2e-4,17,9.2,112.904085996988,147.43328045740375,"BAC",90,57.433280457403754,3000,"above","EQS.OSPAR",121.95121951219514,25.482060945208616,2020,"above",3048.7804878048782,-2901.3472073474745,2020,"below"
"France_Le Martray HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12189","Le Martray","Vendée Pertuis et Marennes",46.19817,-1.48608,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,230.00000000000006,,,,,,,"EQS.OSPAR",111.11111111111111,118.88888888888894,,,2777.777777777778,-2547.777777777778,2016,
"France_Le Plec HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12157","Le Plec","Laïta Lorient Groix et Etel",47.717701,-3.163,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2017,2017,2017,,,,,,,,,322.00000000000006,,,,,,,"EQS.OSPAR",124.53300124533003,197.46699875467004,,,3113.3250311332504,-2791.3250311332504,2017,
"France_Les Ecluseaux (terre) HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12190","Les Ecluseaux (terre)","Vendée Pertuis et Marennes",46.3326,-1.3933,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",1,1,0,2016,2016,2016,,,,,,,,,90,,"BAC",90,0,,,"EQS.OSPAR",121.95121951219514,-31.951219512195138,2016,,3048.7804878048782,-2958.7804878048782,2016,
"France_Les Ecussons HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12158","Les Ecussons","Vendée Pertuis et Marennes",46.0033001408167,-1.13029973848322,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2017,2017,2020,,,,,,,,,419.99999999999994,,,,,,,"EQS.OSPAR",124.53300124533003,295.46699875466993,,,3113.3250311332504,-2693.3250311332504,2020,
"France_Les Jacquets HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1745","Les Jacquets","Arcachon et Landes",44.72333,-1.19333,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",16,16,16,2005,2005,2020,,0,0,0,4.5,0,4.5,6,302.02263861118763,338.12061070909766,,,,,,"EQS.OSPAR",111.11111111111111,227.00949959798655,3000,"above",2777.777777777778,-2439.6571670686803,2020,"below"
"France_Les Palles HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1747","Les Palles","Vendée Pertuis et Marennes",45.9685,-1.14017,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2005,2005,2020,,0.8274,0.8274,0.8274,-0.3,0.8274,-0.3,11.3,277.7314589913074,354.2379247342787,,,,,,"EQS.OSPAR",111.11111111111111,243.12681362316758,2282,"above",2777.777777777778,-2423.539853043499,2020,"below"
"France_Les Presses HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12159","Les Presses","Baie de Quiberon et Belle Ile",47.58566,-3.01993,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2017,2017,2017,,,,,,,,,221.99999999999997,,,,,,,"EQS.OSPAR",124.53300124533003,97.46699875466994,,,3113.3250311332504,-2891.3250311332504,2017,
"France_Les Rouches HG Ruditapes philippinarum SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12191","Les Rouches","Loire et Bourgneuf",46.91064,-2.11887,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2016,2016,2019,,,,,,,,,720.0000000000001,,,,,,,"EQS.OSPAR",124.53300124533003,595.46699875467,,,3113.3250311332504,-2393.3250311332504,2019,
"France_Men er Roue HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1776","Men er Roue","Baie de Quiberon et Belle Ile",47.53567,-3.09333,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",5,5,4,2016,2016,2020,,,,,,,,6.1,117.22682778103052,138.19664113093745,,,,,,"EQS.OSPAR",111.11111111111111,27.085530019826336,,"above",2777.777777777778,-2639.5811366468406,2020,"below"
"France_Mus de loup HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1996","Mus de loup","Vendée Pertuis et Marennes",45.79883,-1.139,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",16,16,16,2005,2005,2020,0.0074,0.7473,0.007,0.575,0.8,0.575,0.8,11.2,332.3138711246416,456.31787154863844,,,,,,"EQS.OSPAR",111.11111111111111,345.20676043752735,3000,"above",2777.777777777778,-2321.4599062291395,2020,"below"
"France_Noirmoutier - Gresse-loup HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","2000","Noirmoutier - Gresse-loup","Loire et Bourgneuf",46.95167,-2.145,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",12,12,12,2005,2005,2020,,0.061,0.061,0.061,-1.3,0.061,-1.3,5.9,219.05709946311566,246.9691553243574,,,,,,"EQS.OSPAR",111.11111111111111,135.85804421324627,2073,"above",2777.777777777778,-2530.8086224534204,2020,"below"
"France_Paillard HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12192","Paillard","Loire et Bourgneuf",46.9618219553,-2.2336498115,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,0,2016,2016,2016,,,,,,,,,129.99999999999997,,,,,,,"EQS.OSPAR",111.11111111111111,18.888888888888857,,,2777.777777777778,-2647.777777777778,2016,
"France_Pen Bé HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","2032","Pen Bé","Vilaine",47.43167,-2.46667,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",11,11,11,2005,2005,2020,,0.0032,0.0032,0.0032,7.1,0.0032,7.1,14.1,151.69007676958256,205.75815620857435,"BAC",90,115.75815620857435,3000,"above","EQS.OSPAR",121.95121951219514,83.80693669637921,3000,"above",3048.7804878048782,-2843.022331596304,2020,"below"
"France_Penchateau HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12193","Penchateau","Loire et Bourgneuf",47.2671605744,-2.4159940607,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,0,2016,2016,2016,,,,,,,,,139.99999999999994,,"BAC",90,49.99999999999994,,,"EQS.OSPAR",121.95121951219514,18.048780487804805,,,3048.7804878048782,-2908.7804878048782,2016,
"France_Perquis HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12194","Perquis","Vendée Pertuis et Marennes",45.797139813,-1.1767695443,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,340.0000000000001,,,,,,,"EQS.OSPAR",111.11111111111111,228.888888888889,,,2777.777777777778,-2437.777777777778,2016,
"France_Plage Benoît 11 HG Cerastoderma edule SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12196","Plage Benoît 11","Loire et Bourgneuf",47.2718274281,-2.4096607274,,"C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",1,1,0,2016,2016,2016,,,,,,,,,59.999999999999986,,,,,,,"EQS.OSPAR",111.11111111111111,-51.11111111111113,2016,,2777.777777777778,-2717.777777777778,2016,
"France_Pointe Castelli HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12160","Pointe Castelli","Vilaine",47.3781616126,-2.5598328271,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2016,2016,2019,,,,,,,,6.1,184.83996047068828,220.5209341335937,"BAC",90,130.5209341335937,,,"EQS.OSPAR",121.95121951219514,98.56971462139856,,,3048.7804878048782,-2828.2595536712847,2019,
"France_Pointe Chevalier Ouest HG Cerastoderma edule SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","12197","Pointe Chevalier Ouest","Concarneau Aven Belon",47.849796,-4.17955,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,1,2016,2016,2019,,,,,,,,,152,,,,,,,"EQS.OSPAR",111.11111111111111,40.888888888888886,,,2777.777777777778,-2625.777777777778,2019,
"France_Pointe de Chemoulin HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1151","Pointe de Chemoulin","Loire et Bourgneuf",47.23333,-2.29833,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,12,2005,2005,2020,,0.0146,0.0146,0.0146,3.3,0.0146,3.3,8.9,144.54500097551923,174.80590153791505,"BAC",90,84.80590153791505,3000,"above","EQS.OSPAR",121.95121951219514,52.85468202571991,3000,"above",3048.7804878048782,-2873.9745862669633,2020,"below"
"France_Pointe de Mousterlin HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1162","Pointe de Mousterlin","Concarneau Aven Belon",47.84383,-4.0405,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,12,2005,2005,2020,,0.0024,0.0024,0.0024,2.4,0.0024,2.4,5.9,142.08840559326475,161.0370905499194,"BAC",90,71.03709054991941,3000,"above","EQS.OSPAR",121.95121951219514,39.085871037724274,3000,"above",3048.7804878048782,-2887.743397254959,2020,"below"
"France_Pointe er Fosse HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1191","Pointe er Fosse","Vilaine",47.50983,-2.645,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2016,2016,2019,,,,,,,,7.1,179.11102866515094,219.89154990602535,,,,,,"EQS.OSPAR",111.11111111111111,108.78043879491423,,,2777.777777777778,-2557.8862278717525,2019,
"France_Pointe er Fosse HG Mytilus edulis SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1191","Pointe er Fosse","Vilaine",47.50983,-2.645,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2005,2005,2020,,0.4621,0.4621,0.4621,1,0.4621,1,13.4,116.21055715376096,155.46211652591168,"BAC",90,65.46211652591168,3000,"above","EQS.OSPAR",121.95121951219514,33.510897013716544,2020,"above",3048.7804878048782,-2893.3183712789664,2020,"below"
"France_Pontaillac HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1199","Pontaillac","Gironde",45.62617,-1.05483,"RH","T","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2005,2005,2020,,0.08,0.08,0.08,1.9,0.08,1.9,7.8,233.50626437627656,275.7497449392136,,,,,,"EQS.OSPAR",111.11111111111111,164.63863382810248,3000,"above",2777.777777777778,-2502.0280328385643,2020,"below"
"France_Riec sur Belon HG Crassostrea gigas SB Not_applicable","4","Northern Bay of Biscay","Bay of Biscay and the Iberian Coast","France","1234","Riec sur Belon","Concarneau Aven Belon",47.81833,-3.70167,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",12,12,12,2005,2005,2020,,0.5004,0.5004,0.5004,0.1,0.5004,0.1,9.5,108.97486513806389,133.46582809080905,,,,,,"EQS.OSPAR",111.11111111111111,22.35471697969794,2020,"above",2777.777777777778,-2644.3119496869685,2020,"below"
